,raw_text,clean_text
19,@FakerPattyPattz Oh dear. Were you drinking out of the forgotten table drinks?,oh dear. were you drinking out of the forgotten table drinks?
20,@alydesigns i was out most of the day so didn't get much done,i was out most of the day so didn't get much done
21,"one of my friend called me, and asked to meet with her at Mid Valley today...but i've no time *sigh*","one of my friend called me, and asked to meet with her at mid valley today...but i've no time sigh"
22,@angry_barista I baked you a cake but I ated it,i baked you a cake but i ated it
23,this week is not going as i had hoped,this week is not going as i had hoped
24,blagh class at 8 tomorrow,blagh class at 8 tomorrow
25,I hate when I have to call and wake people up,i hate when i have to call and wake people up
26,Just going to cry myself to sleep after watching Marley and Me.,just going to cry myself to sleep after watching marley and me.
27,im sad now  Miss.Lilly,im sad now miss.lilly
28,ooooh.... LOL  that leslie.... and ok I won't do it again so leslie won't  get mad again,ooooh.... lol that leslie.... and ok i won't do it again so leslie won't get mad again
29,Meh... Almost Lover is the exception... this track gets me depressed every time.,meh... almost lover is the exception... this track gets me depressed every time.
30,some1 hacked my account on aim  now i have to make a new one,some1 hacked my account on aim now i have to make a new one
31,@alielayus I want to go to promote GEAR AND GROOVE but unfornately no ride there  I may b going to the one in Anaheim in May though,i want to go to promote gear and groove but unfornately no ride there i may b going to the one in anaheim in may though
32,thought sleeping in was an option tomorrow but realizing that it now is not. evaluations in the morning and work in the afternoon!,thought sleeping in was an option tomorrow but realizing that it now is not. evaluations in the morning and work in the afternoon!
33,@julieebaby awe i love you too!!!! 1 am here  i miss you,awe i love you too!!!! 1 am here i miss you
34,@HumpNinja I cry my asian eyes to sleep at night,i cry my asian eyes to sleep at night
35,ok I'm sick and spent an hour sitting in the shower cause I was too sick to stand and held back the puke like a champ. BED now,ok i'm sick and spent an hour sitting in the shower cause i was too sick to stand and held back the puke like a champ. bed now
36,@cocomix04 ill tell ya the story later  not a good day and ill be workin for like three more hours...,ill tell ya the story later not a good day and ill be workin for like three more hours...
37,@MissXu sorry! bed time came here (GMT+1)   http://is.gd/fNge,sorry! bed time came here gmt 1
38,@fleurylis I don't either. Its depressing. I don't think I even want to know about the kids in suitcases.,i don't either. its depressing. i don't think i even want to know about the kids in suitcases.
39,Bed. Class 8-12. Work 12-3. Gym 3-5 or 6. Then class 6-10. Another day that's gonna fly by. I miss my girlfriend,bed. class 8-12. work 12-3. gym 3-5 or 6. then class 6-10. another day that's gonna fly by. i miss my girlfriend
40,really don't feel like getting up today... but got to study to for tomorrows practical exam...,really don't feel like getting up today... but got to study to for tomorrows practical exam...
41,He's the reason for the teardrops on my guitar the only one who has enough of me to break my heart,he's the reason for the teardrops on my guitar the only one who has enough of me to break my heart
42,"Sad, sad, sad. I don't know why but I hate this feeling  I wanna sleep and I still can't!","sad, sad, sad. i don't know why but i hate this feeling i wanna sleep and i still can't!"
43,@JonathanRKnight Awww I soo wish I was there to see you finally comfortable! Im sad that I missed it,awww i soo wish i was there to see you finally comfortable! im sad that i missed it
44,Falling asleep. Just heard about that Tracy girl's body being found. How sad  My heart breaks for that family.,falling asleep. just heard about that tracy girl's body being found. how sad my heart breaks for that family.
45,@Viennah Yay! I'm happy for you with your job! But that also means less time for me and you...,yay! i'm happy for you with your job! but that also means less time for me and you...
46,"Just checked my user timeline on my blackberry, it looks like the twanking is still happening  Are ppl still having probs w/ BGs and UIDs?","just checked my user timeline on my blackberry, it looks like the twanking is still happening are ppl still having probs w bgs and uids?"
47,Oh man...was ironing @jeancjumbe's fave top to wear to a meeting. Burnt it,oh man...was ironing 's fave top to wear to a meeting. burnt it
48,is strangely sad about LiLo and SamRo breaking up.,is strangely sad about lilo and samro breaking up.
49,@tea oh! i'm so sorry  i didn't think about that before retweeting.,oh! i'm so sorry i didn't think about that before retweeting.
50,Broadband plan 'a massive broken promise' http://tinyurl.com/dcuc33 via www.diigo.com/~tautao Still waiting for broadband we are,broadband plan 'a massive broken promise' via still waiting for broadband we are
51,"@localtweeps Wow, tons of replies from you, may have to unfollow so I can see my friends' tweets, you're scrolling the feed a lot.","wow, tons of replies from you, may have to unfollow so i can see my friends' tweets, you're scrolling the feed a lot."
52,our duck and chicken are taking wayyy too long to hatch,our duck and chicken are taking wayyy too long to hatch
53,"Put vacation photos online a few yrs ago. PC crashed, and now I forget the name of the site.","put vacation photos online a few yrs ago. pc crashed, and now i forget the name of the site."
54,I need a hug,i need a hug
55,"@andywana Not sure what they are, only that they are PoS! As much as I want to, I dont think can trade away company assets sorry andy!","not sure what they are, only that they are pos! as much as i want to, i dont think can trade away company assets sorry andy!"
56,@oanhLove I hate when that happens...,i hate when that happens...
57,"I have a sad feeling that Dallas is not going to show up  I gotta say though, you'd think more shows would use music from the game. mmm","i have a sad feeling that dallas is not going to show up i gotta say though, you'd think more shows would use music from the game. mmm"
58,Ugh....92 degrees tomorrow,ugh....92 degrees tomorrow
59,Where did u move to?  I thought u were already in sd. ?? Hmmm. Random u found me. Glad to hear yer doing well.,where did u move to? i thought u were already in sd. ?? hmmm. random u found me. glad to hear yer doing well.
60,"@BatManYNG I miss my ps3, it's out of commission  Wutcha playing? Have you copped 'Blood On The Sand'?","i miss my ps3, it's out of commission wutcha playing? have you copped 'blood on the sand'?"
61,just leaving the parking lot of work!,just leaving the parking lot of work!
62,The Life is cool. But not for Me.,the life is cool. but not for me.
63,"Sadly though, I've never gotten to experience the post coitus cigarette before, and now I never will.","sadly though, i've never gotten to experience the post coitus cigarette before, and now i never will."
64,I had such a nice day. Too bad the rain comes in tomorrow at 5am,i had such a nice day. too bad the rain comes in tomorrow at 5am
65,@Starrbby too bad I won't be around I lost my job and can't even pay my phone bill lmao aw shucks,too bad i won't be around i lost my job and can't even pay my phone bill lmao aw shucks
66,Damm back to school tomorrow,damm back to school tomorrow
67,"Mo jobs, no money.  how in the hell is min wage here 4 f'n clams an hour?","mo jobs, no money. how in the hell is min wage here 4 f'n clams an hour?"
68,@katortiz  Not forever... See you soon!,not forever... see you soon!
69,"@Lt_Algonquin agreed, I saw the failwhale allllll day today.","agreed, i saw the failwhale allllll day today."
70,@jdarter Oh! Haha... dude I dont really look at em unless someone says HEY I ADDED YOU. Sorry  I'm so terrible at that. I need a pop up!,oh! haha... dude i dont really look at em unless someone says hey i added you. sorry i'm so terrible at that. i need a pop up!
71,@ninjen I'm sure you're right...    I need to start working out with you and the Nikster... Or Jared at least!,i'm sure you're right... i need to start working out with you and the nikster... or jared at least!
72,i really hate how people diss my bands!  Trace is clearly NOT ugly!,i really hate how people diss my bands! trace is clearly not ugly!
73,"Gym attire today was: Puma singlet, Adidas shorts.......and black business socks and leather shoes  Lucky did not run into any cute girls.","gym attire today was puma singlet, adidas shorts.......and black business socks and leather shoes lucky did not run into any cute girls."
74,Why won't you show my location?!   http://twitpic.com/2y2es,why won't you show my location?!
75,No picnic  my phone smells like citrus.,no picnic my phone smells like citrus.
76,"@ashleyac My donkey is sensitive about such comments. Nevertheless, he'd (and me'd) be glad to see your mug asap. Charger is still awol.","my donkey is sensitive about such comments. nevertheless, he'd and me'd be glad to see your mug asap. charger is still awol."
77,No new csi tonight.  FML,no new csi tonight. fml
78,i think my arms are sore from tennis,i think my arms are sore from tennis
79,wonders why someone that u like so much can make you so unhappy in a split seccond . depressed .,wonders why someone that u like so much can make you so unhappy in a split seccond . depressed .
80,sleep soon... i just hate saying bye and see you tomorrow for the night.,sleep soon... i just hate saying bye and see you tomorrow for the night.
81,"@statravelAU just got ur newsletter, those fares really are unbelievable, shame I already booked and paid for mine","just got ur newsletter, those fares really are unbelievable, shame i already booked and paid for mine"
82,missin' the boo,missin' the boo
83,@markhardy1974 Me too  #itm,me too itm
84,Damn... I don't have any chalk! MY CHALKBOARD IS USELESS,damn... i don't have any chalk! my chalkboard is useless
85,"had a blast at the Getty Villa, but hates that she's had a sore throat all day. It's just getting worse too","had a blast at the getty villa, but hates that she's had a sore throat all day. it's just getting worse too"
86,@msdrama hey missed ya at the meeting  sup mama,hey missed ya at the meeting sup mama
87,"My tummy hurts.  I wonder if the hypnosis has anything to do with it? If so, it's working, I get it, STOP SMOKING!!!","my tummy hurts. i wonder if the hypnosis has anything to do with it? if so, it's working, i get it, stop smoking!!!"
88,why is it always the fat ones?!,why is it always the fat ones?!
89,"@januarycrimson Sorry, babe!!  My fam annoys me too. Thankfully, they're asleep right now. Muahaha. *evil laugh*","sorry, babe!! my fam annoys me too. thankfully, they're asleep right now. muahaha. evil laugh"
90,@Hollywoodheat I should have paid more attention when we covered photoshop in my webpage design class in undergrad,i should have paid more attention when we covered photoshop in my webpage design class in undergrad
91,wednesday my b-day! don't know what 2 do!!,wednesday my b-day! don't know what 2 do!!
92,Poor cameron (the hills),poor cameron the hills
93,"pray for me please, the ex is threatening to start sh** at my/our babies 1st Birthday party. what a jerk. and I still have a headache","pray for me please, the ex is threatening to start sh at my our babies 1st birthday party. what a jerk. and i still have a headache"
94,"@makeherfamous hmm  , do u really enjoy being with him ? if the problems are too constants u should think things more , find someone ulike","hmm , do u really enjoy being with him ? if the problems are too constants u should think things more , find someone ulike"
95,Strider is a sick little puppy  http://apps.facebook.com/dogbook/profile/view/5248435,strider is a sick little puppy
96,"so rylee,grace...wana go steve's party or not?? SADLY SINCE ITS EASTER I WNT B ABLE 2 DO MUCH  BUT OHH WELL.....","so rylee,grace...wana go steve's party or not?? sadly since its easter i wnt b able 2 do much but ohh well....."
97,"hey, I actually won one of my bracket pools! Too bad it wasn't the one for money","hey, i actually won one of my bracket pools! too bad it wasn't the one for money"
98,"@stark YOU don't follow me, either  and i work for you!","you don't follow me, either and i work for you!"
99,A bad nite for the favorite teams: Astros and Spartans lose.  The nite out with T.W. was good.,a bad nite for the favorite teams astros and spartans lose. the nite out with t.w. was good.
100,Body Of Missing Northern Calif. Girl Found: Police have found the remains of a missing Northern California girl .. http://tr.im/imji,body of missing northern calif. girl found police have found the remains of a missing northern california girl ..
101,"@mangaaa I hope they will increase the capacity fast, yesterday was such a pain. Got the fail whale +15 times in 2 hours....","i hope they will increase the capacity fast, yesterday was such a pain. got the fail whale 15 times in 2 hours...."
102,Behind on my classes for work,behind on my classes for work
103,watching &quot;House&quot;,watching quot house quot
104,@kpreyes Remember my bum leg? Strikes back this time its serious,remember my bum leg? strikes back this time its serious
105,"@paradisej cool, i will. their are all kinds of complaints about this laptop online about overheating, but no recalls","cool, i will. their are all kinds of complaints about this laptop online about overheating, but no recalls"
106,Emily will be glad when Mommy is done training at her new job. She misses her.  http://apps.facebook.com/dogbook/profile/view/6176014,emily will be glad when mommy is done training at her new job. she misses her.
107,would rather the first party send bad messages than the 3rd party send mixed ones  Sophmore year all over again?,would rather the first party send bad messages than the 3rd party send mixed ones sophmore year all over again?
108,@marykatherine_q i know! I heard it this afternoon and wondered the same thing. Moscow is so behind the times,i know! i heard it this afternoon and wondered the same thing. moscow is so behind the times
109,laying in bed with no voice..,laying in bed with no voice..
110,I'm sooo sad!!! they killed off Kutner on House  whyyyyyyyy,i'm sooo sad!!! they killed off kutner on house whyyyyyyyy
111,@jacobsummers Sorry  tell them mea culpa from me and that I really am sorry.,sorry tell them mea culpa from me and that i really am sorry.
112,"@Alliana07 it didn't make any sense to me, the suicide thing. I refuse to believe that that is actually what happened.","it didn't make any sense to me, the suicide thing. i refuse to believe that that is actually what happened."
113,@salancaster  hope your ok.,hope your ok.
114,@mercedesashley Damn! The grind is inspirational and saddening at the same time.  Don't want you to stop cuz I like what u do! Much love,damn! the grind is inspirational and saddening at the same time. don't want you to stop cuz i like what u do! much love
115,@HibaNick yeah aw but i know i wudnt stand a chance,yeah aw but i know i wudnt stand a chance
116,ugh. cant sleep. its 1:30am.,ugh. cant sleep. its 1 30am.
117,Hanging in Crooners. Wanna sing. Can't. Sucks.,hanging in crooners. wanna sing. can't. sucks.
118,@eRRe_sC aaw i miss ya all too.. im leaving to BH tomorrow &quot;morning&quot; i think.. aww i wanna go to the beach w u girls!!,aaw i miss ya all too.. im leaving to bh tomorrow quot morning quot i think.. aww i wanna go to the beach w u girls!!
119,Is pissed off that there's no ASBA's for a radio station.,is pissed off that there's no asba's for a radio station.
120,wednesday my b-day n don't know what 2 do!,wednesday my b-day n don't know what 2 do!
121,I know my life has been flipped upside down when I just thought in my head that some Ramen sounds good.,i know my life has been flipped upside down when i just thought in my head that some ramen sounds good.
122,I am in pain. My back and sides hurt. Not to mention crying is made of fail.,i am in pain. my back and sides hurt. not to mention crying is made of fail.
123,"Late night snack, glass of OJ b/c I'm &quot;down with the sickness&quot;, then back to sleep...ugh I hate getting sick...","late night snack, glass of oj b c i'm quot down with the sickness quot , then back to sleep...ugh i hate getting sick..."
124,@allyheman but.. but.. but.. I'm not a big fan on camilla belle,but.. but.. but.. i'm not a big fan on camilla belle
125,"@grum WAH I can't see clip, must be el-stupido work filters. Can't wait 'till I get a 'puter. Something else 2 blame ex 4. He broke mine","wah i can't see clip, must be el-stupido work filters. can't wait 'till i get a 'puter. something else 2 blame ex 4. he broke mine"
126,This week just seems to get longer and longer in terms of how much I need to do.. and how much I'm actually going to get done,this week just seems to get longer and longer in terms of how much i need to do.. and how much i'm actually going to get done
127,I'm so cold,i'm so cold
128,@thecoolestout Ehhh don't. Weather's gonna take a turn for the ugly tomorrow,ehhh don't. weather's gonna take a turn for the ugly tomorrow
129,@chelserlynn haha its so cooooold in the d! and no  but you should still go to the show. they do some incredible stuff,haha its so cooooold in the d! and no but you should still go to the show. they do some incredible stuff
130,Hoping the tummy rumbles go away soon,hoping the tummy rumbles go away soon
131,"@Knights_ No, no notice. They told me I'd be working tomorrow, and then I called the agency to follow up and they said it was over.","no, no notice. they told me i'd be working tomorrow, and then i called the agency to follow up and they said it was over."
132,I'm missing you babe..  but as long as your alive I'm happy.. Yawwwnn.. I'm tired my love imma try to sleep hopefully you had a headstart,i'm missing you babe.. but as long as your alive i'm happy.. yawwwnn.. i'm tired my love imma try to sleep hopefully you had a headstart
133,i miss kenny powers,i miss kenny powers
134,"@BridgetsBeaches Thank you for letting people know, but now I'm sad that the direct message I got wasn't actually from Bridget","thank you for letting people know, but now i'm sad that the direct message i got wasn't actually from bridget"
135,"...and, India missed out its 100th Test victory n 10th consecutive win without a loss.","...and, india missed out its 100th test victory n 10th consecutive win without a loss."
136,@JonathanRKnight I guess that's a no then.,i guess that's a no then.
137,sadly is going to bed.,sadly is going to bed.
138,@ozesteph1992 Shame to hear this Stephan,shame to hear this stephan
139,@mrsaintnick hey! i'm leavin in the morning...,hey! i'm leavin in the morning...
140,"Was intending to finish editing my 536-page novel manuscript tonight, but that will probably not happen. And only 12 pages are left","was intending to finish editing my 536-page novel manuscript tonight, but that will probably not happen. and only 12 pages are left"
141,laid around too much today... now my head hurts,laid around too much today... now my head hurts
142,@twista202 I still haven't read the 9th&amp;10th Princess diaries  Saving Francesca made me cry at the end. Hmm those are easy books.,i still haven't read the 9th amp 10th princess diaries saving francesca made me cry at the end. hmm those are easy books.
143,my nokia 1110 died..,my nokia 1110 died..
144,My mom might have breast cancer won't find out anything for. Like a week I'm so worried!,my mom might have breast cancer won't find out anything for. like a week i'm so worried!
145,Going to sleep. Hoping tomorrow is a better day.,going to sleep. hoping tomorrow is a better day.
146,@rumblepurr lol.. wish they understood daylight savings has ended though and breakfast is an hour later  They keep waking the kids up too,lol.. wish they understood daylight savings has ended though and breakfast is an hour later they keep waking the kids up too
147,@onemoreproject that is lame,that is lame
148,I don't understand... I really don't,i don't understand... i really don't
149,HEROES just isn't doing it for me this season...,heroes just isn't doing it for me this season...
150,Living not downtown sure isn't much fun.,living not downtown sure isn't much fun.
151,@jonathanchard Not calorie wise   I wish junk food was calorie free! I ate a thing of sour skittles and a big ass cherry coke!,not calorie wise i wish junk food was calorie free! i ate a thing of sour skittles and a big ass cherry coke!
152,Man Work is Hard,man work is hard
153,"getting sick  time for some hot tea, studying, and then sleeeep","getting sick time for some hot tea, studying, and then sleeeep"
154,Getting eyebrows waxed. More pain,getting eyebrows waxed. more pain
155,No phantasy star yesterday  going to work...,no phantasy star yesterday going to work...
156,Oh - Just got all my MacHeist 3.0 apps - sweet. Didn't get the Espresso serial no though although they said they sent it - oh well,oh - just got all my macheist 3.0 apps - sweet. didn't get the espresso serial no though although they said they sent it - oh well
157,Picked Mich St to win it all from the get go.  Was feeling pretty good about that pick all the way up until......tonight.  A's lost too,picked mich st to win it all from the get go. was feeling pretty good about that pick all the way up until......tonight. a's lost too
158,is alone downstairs...working,is alone downstairs...working
159,I feel bad for doing it,i feel bad for doing it
160,"@RyanSeacrest is it just me, or she hates anoop. i mean seriously, she's kinda mean to him.","is it just me, or she hates anoop. i mean seriously, she's kinda mean to him."
161,@pinkserendipity yes sprint has 4g only in baltimore and chicago so far,yes sprint has 4g only in baltimore and chicago so far
162,I'm stuck awake in the middle of the night for the second day in a row. And I felt terrible yesterday.,i'm stuck awake in the middle of the night for the second day in a row. and i felt terrible yesterday.
163,Thanks for bursting my bubble,thanks for bursting my bubble
164,Going to school soon... can't find anything to wear!! gosh it's so hard,going to school soon... can't find anything to wear!! gosh it's so hard
165,@marieclr I was serious  LOL,i was serious lol
166,@naughtyhaughty I had on my page for sooooo long!!! Until it got deleted  Sad day in history,i had on my page for sooooo long!!! until it got deleted sad day in history
167,Crazy wind today = no birding  http://ff.im/1XTTi,crazy wind today no birding
168,currently at work..,currently at work..
169,Grrr.. my ipods acting weird too! Jai ho and thinking of you aren't playing the full songs.. ughh.,grrr.. my ipods acting weird too! jai ho and thinking of you aren't playing the full songs.. ughh.
170,@penndbad send me the DVD cos I have missed out on heaps  NOT happy about that!,send me the dvd cos i have missed out on heaps not happy about that!
171,i don't see the big deal with this website,i don't see the big deal with this website
172,@machineplay I'm so sorry you're having to go through this. Again.  #therapyfail,i'm so sorry you're having to go through this. again. therapyfail
173,@ColinDeMar Far too out of the way for rail.  any other tips?,far too out of the way for rail. any other tips?
174,I'm not still up I swear. Why do I keep losing. gaining. losing. gaining. tweeps?  So heart wrenching.,i'm not still up i swear. why do i keep losing. gaining. losing. gaining. tweeps? so heart wrenching.
175,"Today I realized I am too good at hiding things, even I can't find it","today i realized i am too good at hiding things, even i can't find it"
176,"Staying at a friends house...house sitting, neighbors are SO loud-having a party","staying at a friends house...house sitting, neighbors are so loud-having a party"
177,@dannyvegasbaby danny im upset that i wasnt here to watch the live chat  i was in a car. for 3 hours on a trip im soooo upset!!,danny im upset that i wasnt here to watch the live chat i was in a car. for 3 hours on a trip im soooo upset!!
178,Check out my mug  http://www.erika-obscura.blogspot.com,check out my mug
179,Borders closed at 10,borders closed at 10
180,Downloading NIN's new album &quot;the slip&quot; - when the hell did this come out? I'm so behind the times these days,downloading nin's new album quot the slip quot - when the hell did this come out? i'm so behind the times these days
181,Just woke up an already have written some e-mail... I've to go early at University today as I have to teach at 8:30 AM!,just woke up an already have written some e-mail... i've to go early at university today as i have to teach at 8 30 am!
182,is watching the hill . . .and its making me sad,is watching the hill . . .and its making me sad
183,So many channels.... yet so so boring... lazy day again  may have to find a hobby,so many channels.... yet so so boring... lazy day again may have to find a hobby
184,@supersport I miss my buddy  ill be in NY on the 25th,i miss my buddy ill be in ny on the 25th
185,@robluketic  love the french. I tell people here in the south i'm qtr. french and they snarl at me.  french are beautiful people,love the french. i tell people here in the south i'm qtr. french and they snarl at me. french are beautiful people
186,Opps.. As I said.. I still got one day remain and now problem come,opps.. as i said.. i still got one day remain and now problem come
187,"I activated my Selfcontrol block early, meaning I can't check out the new QC.  Regularizing my internal clock is might be difficult. #fb","i activated my selfcontrol block early, meaning i can't check out the new qc. regularizing my internal clock is might be difficult. fb"
188,spencer is not a good guy.,spencer is not a good guy.
189,"@goodlaura What about Reese dying on #TTSC? And season finale next week.  #24 boring, Madame President is a crazy woman.","what about reese dying on ttsc? and season finale next week. 24 boring, madame president is a crazy woman."
190,"@JonathanRKnight I hate the limited letters,too.Hope you and the guys are fine?I pray for my dog,sheГЇВїВЅs not well","i hate the limited letters,too.hope you and the guys are fine?i pray for my dog,she s not well"
191,didn't get shit done today ~ i'm so screwed,didn't get shit done today i'm so screwed
192,wanttss to go out,wanttss to go out
193,Is not going to sleep tonite.,is not going to sleep tonite.
194,too worried and tired to post tonight,too worried and tired to post tonight
195,couldn't get shit done today ~ i'm so screwed,couldn't get shit done today i'm so screwed
196,"Job Interview in Cardiff today, wish me luck! Got about 3 hours sleep","job interview in cardiff today, wish me luck! got about 3 hours sleep"
197,"@stustone Your show is whack. Way worse than whack, it's wiggety-whack.    :*(:*(:*(","your show is whack. way worse than whack, it's wiggety-whack."
198,@DjAlizay I really don't think people choose to be that way. But I think he chose not to accept my family's help   He might be dead by now,i really don't think people choose to be that way. but i think he chose not to accept my family's help he might be dead by now
199,"@eloquentembrace You're going to kill me, but I've not seen DS9. I've been waiting till I can do it in one solid week sitting.","you're going to kill me, but i've not seen ds9. i've been waiting till i can do it in one solid week sitting."
200,@cheechbud i think ur right!! hahaha!! 4.5 hrs now!!,i think ur right!! hahaha!! 4.5 hrs now!!
201,i hate to see the spartans so sad,i hate to see the spartans so sad
202,My mind and body are severely protesting this &quot;getting up&quot;  thing. Had nightmares to boot,my mind and body are severely protesting this quot getting up quot thing. had nightmares to boot
203,"@MySteezRadio I'm goin' to follow u, since u didn't  LOL  GO ANGELS!","i'm goin' to follow u, since u didn't lol go angels!"
204,@twista202 I think I want to read some books but the library doesn't have them,i think i want to read some books but the library doesn't have them
205,My nap was interrupted so many times today  Going out for Japanese with the 'rents again...,my nap was interrupted so many times today going out for japanese with the 'rents again...
206,Kind of longs for the bus that shows up at the end of Ghost World right now. Ugh.,kind of longs for the bus that shows up at the end of ghost world right now. ugh.
207,@GuruMN but this is canada  canada is weird. we're supposed to get snow through wednesday. ugh.,but this is canada canada is weird. we're supposed to get snow through wednesday. ugh.
208,Awwh babs... you look so sad underneith that shop entrance of &quot;Yesterday's Musik&quot;  O-: I like the look of the new transformer movie,awwh babs... you look so sad underneith that shop entrance of quot yesterday's musik quot o- i like the look of the new transformer movie
209,sad that the 'feet' of my macbook just fell off,sad that the 'feet' of my macbook just fell off
210,I'm gonna get up late tomorrow and it's 132am here. I gonna get tipsy by my lonesome. That's...that's just sad,i'm gonna get up late tomorrow and it's 132am here. i gonna get tipsy by my lonesome. that's...that's just sad
211,"I'm sweating my forthcoming trip to E3.  If I can't find someone to crash with while I'm out there, I may be screwed.","i'm sweating my forthcoming trip to e3. if i can't find someone to crash with while i'm out there, i may be screwed."
212,"Has now gotten somebody to read his tweets, but cant get them to make an account.","has now gotten somebody to read his tweets, but cant get them to make an account."
213,@infinitydefines  omgawd i couldnt handle my cat being in heat all the time D: D:,omgawd i couldnt handle my cat being in heat all the time d d
214,@DonnieWahlberg I hope i can make it to the auburn show. but its not looking good for me,i hope i can make it to the auburn show. but its not looking good for me
215,@David_Henrie *thats people mag haha i couldnt fit it all in.. i dont think those pictures ever made it in the magazine tho!  haha,thats people mag haha i couldnt fit it all in.. i dont think those pictures ever made it in the magazine tho! haha
216,@breadandbadger Congrats!!  i totally forgot to submit photos,congrats!! i totally forgot to submit photos
217,"@PaulaAbdul awww, Good luck Paula!! Please don't work too hard  but I hope you have fun  Your new album is gonna be amazing!  xxx","awww, good luck paula!! please don't work too hard but i hope you have fun your new album is gonna be amazing! xxx"
218,@imaginarypeach now your leaving me  .... -gets sad-,now your leaving me .... -gets sad-
219,"I miss you twitter. My phone broke, now I'm using a stupid Nokia phone. Ughhh, I miss my advance phone.","i miss you twitter. my phone broke, now i'm using a stupid nokia phone. ughhh, i miss my advance phone."
220,SHOOTING OUTSIDE MY HOUSE :O NOT KIDDING! So SCARED,shooting outside my house o not kidding! so scared
221,TuesdayГЇВїВЅll start with reflection ГЇВїВЅn then a lecture in Stress reducing techniques. That sure might become very useful for us accompaniers,tuesday ll start with reflection n then a lecture in stress reducing techniques. that sure might become very useful for us accompaniers
222,What tragedy and disaster in the news this week,what tragedy and disaster in the news this week
223,yes yes still trying to find a picture that will upload correclty..,yes yes still trying to find a picture that will upload correclty..
224,Why oh why was the Red Sox game rained out? I was so looking forward to opening day,why oh why was the red sox game rained out? i was so looking forward to opening day
225,I still can't find my keys.,i still can't find my keys.
226,@charlietm I know right. I dunno what is going on with twitter.,i know right. i dunno what is going on with twitter.
227,might be getting a sore throat again,might be getting a sore throat again
228,@labelsnotlove   my home town. My mammy called all depressd.  Pls explain y a parent let their 8yr old child walk alone? Hello? Its 2009!,my home town. my mammy called all depressd. pls explain y a parent let their 8yr old child walk alone? hello? its 2009!
229,@ircmaxell - I think I need to find better anti-depressants.  I think this Paxil/Wellbutrin combo is losing its efficacy.,- i think i need to find better anti-depressants. i think this paxil wellbutrin combo is losing its efficacy.
230,@MyConnecticut Restaurant called WoodNTap has competitive eating tourney round tourney time. We place 2nd,restaurant called woodntap has competitive eating tourney round tourney time. we place 2nd
231,is in the bathroom... wake up lakin.,is in the bathroom... wake up lakin.
232,@CaitlinOConnor i want tacos and margarhitas  telll gay i say hello&lt;3,i want tacos and margarhitas telll gay i say hello lt 3
233,"im lonely  keep me company! 22 female, california","im lonely keep me company! 22 female, california"
234,bad day at the betfair office,bad day at the betfair office
235,I miss him.  Can't wait to celebrate the Tar Heel win this weekend though!!,i miss him. can't wait to celebrate the tar heel win this weekend though!!
236,I'm really cold. I don't want to go to sleep yet but there's nothing to do,i'm really cold. i don't want to go to sleep yet but there's nothing to do
237,@kristencampisi is this it 4 u? Its ' officially over ' 4 me this go round!,is this it 4 u? its ' officially over ' 4 me this go round!
238,monkeys??? i just found out you my twin and you wont even write back.  i'm heartbroken,monkeys??? i just found out you my twin and you wont even write back. i'm heartbroken
239,@miss_om Aww  I know I felt like that yesterday at work,aww i know i felt like that yesterday at work
240,@SarahReedSC treaty isn't defined,treaty isn't defined
